1.22.2	Latest	v1.22.2	2026-02-13T13:53:32Z
1.22.1		v1.22.1	2026-02-13T13:08:21Z
1.22.0		v1.22.0	2026-02-13T12:17:15Z
1.21.4		v1.21.4	2026-02-13T09:07:14Z
1.21.3		v1.21.3	2026-02-12T18:04:43Z
1.21.2		v1.21.2	2026-02-12T17:17:00Z
1.21.1		v1.21.1	2026-02-12T08:01:47Z
1.21.0		v1.21.0	2026-02-11T16:19:30Z
1.20.1		v1.20.1	2026-02-11T14:37:00Z
1.20.0		v1.20.0	2026-02-10T07:35:13Z
